  day,George Washington University Hospital_admissions,Hadley Memorial Hospital_admissions,Howard University Hospital_admissions,MedStar Georgetown University _admissions,Sibley Memorial Hospital_admissions,Providence Hospital_admissions,United Medical Center_admissions,MedStar Washington Hospital Center_admissions,Other D.C. Hospitals_admissions,Virginia_admissions,Meritus Medical Center_admissions,University of Maryland Medical Center_admissions,Prince George's Hospital Center_admissions,Holy Cross Hospital_admissions,Frederick Memorial Hospital_admissions,Mercy Medical Center_admissions,Johns Hopkins Hospital_admissions,Dorchester (UMSRH)_admissions,St. Agnes Hospital_admissions,Sinai Hospital of Baltimore_admissions,White Oak Medical Center_admissions,Garrett Memorial Hospital (WVU)_admissions,Montgomery Medical Center (MedStar)_admissions,Peninsula Regional Medical Center_admissions,Suburban Hospital_admissions,Anne Arundel Medical Center_admissions,Union Memorial Hospital (MedStar)_admissions,Western Maryland Medical Center (UPMC)_admissions,St. Mary's Hospital_admissions,Johns Hopkins Bayview Medical Center_admissions,Chestertown (UMSRH)_admissions,Carroll Hospital Center_admissions,Harbor Hospital (MedStar)_admissions,Charles Regional (UM)_admissions,Easton (UMSRH)_admissions,UMM Center Midtown Campus (acute) (Formerly Maryland General)_admissions,Calvert Memorial Hospital_admissions,Northwest Hospital_admissions,Baltimore Washington Medical Center_admissions,Greater Baltimore Medical Center_admissions,Howard County General Hospital (JHM)_admissions,Doctors Community Hospital_admissions,Greater Laurel_admissions,Good Samaritan Hospital (MedStar)_admissions,Shady Grove Adventist Hospital_admissions,Fort Washington Hospital_admissions,Atlantic General Hospital_admissions,Southern Maryland Hospital (MedStar)_admissions,St. Joseph's (UM)_admissions,Holy Cross Germantown_admissions,Queenstown Emergency Center_admissions,Franklin Square (MedStar)_admissions,Grace Medical Center_admissions,Union Hospital of Cecil County_admissions,Upper Chesapeake Medical Center (UMUCH)_admissions,Edward McCready Memorial Hospital_admissions,Harford Memorial Hospital (UMUCH)_admissions
3/9/2021,4.522580645,9.535483871,5.306451613,4.380645161,2.84516129,3.858064516,4.735483871,6.980645161,0.319354839,128.9741935,2.503225806,3.616129032,4.887096774,9.290322581,6.777419355,2.596774194,5.925806452,0.606451613,5.764516129,2.803225806,4.796774194,0.287096774,3.825806452,3.180645161,8.083870968,10.41290323,2.777419355,0.790322581,3.235483871,3.758064516,0.796774194,3.848387097,3.116129032,5.312903226,1.758064516,1.238709677,2.993548387,2.983870968,8.870967742,4.809677419,11,6.558064516,3.232258065,2.835483871,11.16451613,5.206451613,1.229032258,5.238709677,4.683870968,5.04516129,1.022580645,6.993548387,1.009677419,1.841935484,6.316129032,0.112903226,1.609677419
3/10/2021,4.612903226,9.703225806,5.177419355,4.458064516,2.577419355,3.664516129,4.832258065,6.596774194,0.387096774,129.5032258,2.635483871,3.674193548,4.812903226,9.680645161,6.396774194,2.551612903,5.964516129,0.641935484,5.890322581,2.770967742,4.929032258,0.277419355,3.929032258,3.087096774,8.141935484,10.42903226,2.758064516,0.883870968,3.235483871,3.651612903,0.877419355,4.041935484,3.174193548,5.516129032,1.635483871,1.190322581,2.832258065,2.861290323,8.412903226,4.412903226,10.85483871,6.55483871,3.364516129,2.629032258,11.45806452,5.080645161,1.216129032,5.048387097,5.151612903,5.135483871,1.019354839,6.993548387,1.090322581,1.909677419,6.461290323,0.135483871,1.735483871
3/11/2021,4.703225806,9.316129032,5.358064516,4.422580645,2.738709677,3.577419355,4.648387097,6.961290323,0.316129032,129.4645161,2.541935484,3.516129032,4.922580645,9.751612903,6.809677419,2.622580645,6.277419355,0.690322581,6.070967742,2.803225806,4.487096774,0.306451613,3.929032258,3.390322581,7.864516129,10.6483871,3.129032258,0.809677419,3.248387097,3.774193548,0.835483871,3.983870968,3.041935484,5.170967742,1.609677419,1.180645161,2.874193548,2.838709677,8.535483871,4.622580645,11.06451613,6.574193548,3.293548387,2.883870968,11.59677419,5.125806452,1.048387097,5.167741935,4.709677419,5.058064516,0.938709677,7.064516129,0.961290323,1.741935484,6.070967742,0.083870968,1.706451613
3/12/2021,4.803225806,9.14516129,5.132258065,4.764516129,2.709677419,3.448387097,4.635483871,6.480645161,0.322580645,130.6064516,2.509677419,3.590322581,4.777419355,9.180645161,6.880645161,2.716129032,6.135483871,0.577419355,5.748387097,2.874193548,4.8,0.283870968,4.061290323,2.912903226,8.358064516,10.37741935,2.951612903,0.864516129,3.322580645,3.829032258,0.803225806,4.119354839,3.180645161,5.187096774,1.74516129,1.161290323,2.693548387,2.932258065,8.625806452,4.535483871,11.05483871,6.54516129,3.009677419,2.687096774,11.29032258,5.370967742,1.006451613,5.187096774,4.825806452,5.319354839,1.04516129,6.95483871,1.087096774,1.722580645,6.367741935,0.090322581,1.764516129
3/13/2021,4.529032258,9.225806452,5.064516129,4.290322581,2.461290323,3.438709677,4.641935484,6.709677419,0.316129032,129.5225806,2.425806452,3.735483871,4.551612903,9.296774194,6.838709677,2.661290323,6.064516129,0.561290323,6.041935484,2.974193548,4.648387097,0.267741935,3.838709677,2.929032258,7.977419355,10.43870968,2.94516129,0.783870968,3.012903226,3.8,0.774193548,4.161290323,3.348387097,5.606451613,1.719354839,1.203225806,2.838709677,2.864516129,8.570967742,4.464516129,10.99677419,6.690322581,3.4,2.925806452,11.32580645,5.138709677,0.870967742,5.038709677,5.177419355,5.267741935,0.964516129,7.280645161,1.064516129,1.790322581,6.161290323,0.135483871,1.758064516
3/14/2021,4.474193548,9.348387097,5.264516129,4.3,2.664516129,3.348387097,4.561290323,6.664516129,0.370967742,130.2548387,2.506451613,3.683870968,4.825806452,9.429032258,6.535483871,2.693548387,6.151612903,0.609677419,6.222580645,3.025806452,4.674193548,0.264516129,3.916129032,3.093548387,7.877419355,10.68709677,3,0.841935484,3.225806452,3.94516129,0.75483871,4.212903226,3.374193548,5.509677419,1.622580645,1.132258065,2.94516129,2.938709677,8.422580645,4.574193548,11.47419355,6.680645161,3.490322581,2.967741935,11.35806452,5.441935484,0.806451613,5.274193548,5,5.196774194,0.970967742,7.274193548,1.103225806,1.561290323,6.387096774,0.14516129,1.677419355
3/15/2021,4.632258065,9.393548387,5.206451613,4.670967742,2.519354839,3.303225806,4.622580645,6.612903226,0.329032258,129.8935484,2.467741935,3.741935484,4.816129032,9.390322581,6.858064516,2.767741935,6.332258065,0.577419355,5.935483871,2.883870968,4.706451613,0.3,4.051612903,3.074193548,7.8,10.5,2.970967742,0.825806452,3.1,3.983870968,0.838709677,3.987096774,3.235483871,4.977419355,1.722580645,1.164516129,2.929032258,2.967741935,8.912903226,4.648387097,11.14193548,6.680645161,3.551612903,2.983870968,11.51290323,5.219354839,0.829032258,4.977419355,5.193548387,5.232258065,1.122580645,7.325806452,1.122580645,1.748387097,6.403225806,0.129032258,1.741935484
3/16/2021,4.683870968,9.05483871,5.177419355,4.522580645,2.574193548,3.596774194,4.603225806,6.509677419,0.34516129,132.6483871,2.538709677,3.964516129,4.870967742,9.677419355,6.919354839,2.861290323,6.387096774,0.577419355,6.325806452,2.832258065,4.709677419,0.206451613,4.151612903,2.84516129,8.238709677,10.91290323,3.125806452,0.825806452,3.193548387,4.293548387,0.822580645,4.25483871,3.419354839,5.232258065,1.580645161,1.096774194,3.112903226,3.025806452,8.94516129,4.816129032,11.35806452,6.674193548,3.290322581,3.074193548,11.78709677,5.390322581,0.709677419,5.180645161,5.34516129,5.303225806,1.067741935,7.619354839,1.216129032,1.803225806,6.316129032,0.106451613,1.758064516
3/17/2021,4.519354839,9.622580645,5.312903226,4.725806452,2.641935484,3.632258065,4.777419355,6.409677419,0.338709677,133.5935484,2.638709677,3.832258065,4.929032258,9.55483871,6.816129032,2.64516129,6.216129032,0.616129032,6.04516129,3.016129032,4.825806452,0.332258065,3.990322581,3.048387097,8.051612903,10.31935484,3.141935484,0.890322581,3.225806452,3.958064516,0.851612903,4.351612903,3.529032258,5.629032258,1.758064516,1.164516129,2.948387097,3.093548387,9.267741935,4.793548387,11.58064516,6.874193548,3.306451613,2.961290323,11.25483871,5.332258065,0.648387097,5.080645161,5.406451613,5.235483871,1.058064516,7.596774194,1.122580645,1.74516129,6.806451613,0.093548387,1.816129032
3/18/2021,4.809677419,9.616129032,5.306451613,4.74516129,2.651612903,3.806451613,4.822580645,6.8,0.341935484,133.5032258,2.612903226,3.864516129,4.848387097,9.75483871,7.051612903,2.890322581,6.387096774,0.638709677,6.548387097,3.087096774,4.848387097,0.277419355,4.225806452,3.019354839,8.032258065,10.8483871,3.064516129,0.880645161,3.290322581,4.15483871,0.848387097,4.206451613,3.280645161,5.670967742,1.55483871,1.251612903,2.970967742,3.377419355,8.983870968,4.838709677,11.35483871,6.870967742,3.367741935,2.94516129,11.6,5.287096774,0.683870968,5.622580645,5.267741935,5.390322581,1.119354839,7.496774194,1.103225806,1.835483871,6.658064516,0.151612903,1.767741935
3/19/2021,4.748387097,9.838709677,5.383870968,4.6,2.774193548,3.780645161,4.819354839,6.903225806,0.383870968,135.5354839,2.738709677,3.590322581,5.24516129,9.703225806,6.993548387,2.867741935,6.516129032,0.670967742,6.506451613,3.109677419,5.038709677,0.267741935,4.293548387,3.003225806,8.312903226,10.76774194,3.206451613,0.812903226,3.274193548,4.264516129,0.777419355,4.216129032,3.487096774,5.377419355,1.761290323,1.229032258,2.819354839,3.138709677,8.909677419,4.896774194,11.36774194,7.016129032,3.587096774,3.006451613,11.77096774,5.409677419,0.693548387,5.25483871,5.361290323,5.25483871,1.074193548,7.870967742,1.193548387,1.835483871,6.429032258,0.125806452,1.738709677
3/20/2021,4.938709677,9.806451613,5.606451613,4.619354839,2.583870968,3.616129032,4.880645161,7.090322581,0.361290323,136.7548387,2.706451613,3.922580645,4.983870968,9.593548387,6.977419355,2.767741935,6.658064516,0.696774194,6.364516129,2.94516129,5.006451613,0.235483871,4.212903226,2.796774194,8.658064516,10.77096774,3.061290323,0.906451613,3.222580645,4.141935484,0.796774194,4.390322581,3.512903226,5.677419355,1.580645161,1.193548387,3.05483871,3.283870968,9.425806452,4.941935484,11.46129032,6.932258065,3.467741935,3.216129032,11.74516129,5.651612903,0.661290323,5.296774194,5.164516129,5.34516129,1.122580645,7.64516129,1.125806452,1.770967742,6.693548387,0.141935484,1.864516129
3/21/2021,4.877419355,10.20967742,5.303225806,4.719354839,2.812903226,3.670967742,5.141935484,7.112903226,0.380645161,136.5516129,2.625806452,4.016129032,5.219354839,9.7,6.996774194,2.796774194,6.758064516,0.6,6.390322581,3.151612903,5.196774194,0.280645161,4.24516129,2.983870968,8.416129032,10.87741935,3.190322581,0.877419355,3.351612903,4.351612903,0.848387097,4.448387097,3.529032258,5.848387097,1.912903226,1.161290323,2.932258065,3.170967742,9.232258065,4.983870968,11.68709677,7.112903226,3.503225806,3.05483871,12.00322581,5.570967742,0.680645161,5.493548387,5.316129032,5.416129032,1.077419355,8.206451613,1.193548387,1.719354839,6.909677419,0.109677419,1.851612903
3/22/2021,5.05483871,10.15806452,5.74516129,4.619354839,2.622580645,3.767741935,5.103225806,7.374193548,0.293548387,137.5870968,2.606451613,3.832258065,5.283870968,10.11935484,7.4,2.996774194,6.548387097,0.667741935,6.506451613,3.070967742,4.919354839,0.319354839,4.319354839,3.025806452,8.193548387,11.15806452,3.316129032,0.732258065,3.229032258,4.190322581,0.874193548,4.419354839,3.590322581,5.532258065,1.870967742,1.258064516,3.038709677,3.261290323,9.203225806,5.070967742,11.29032258,6.990322581,3.325806452,3.077419355,12.26774194,5.361290323,0.522580645,5.432258065,5.34516129,5.383870968,1.158064516,7.951612903,1.222580645,1.764516129,6.651612903,0.106451613,1.8
3/23/2021,4.919354839,10.37419355,5.770967742,4.883870968,2.84516129,3.987096774,5.170967742,7.141935484,0.425806452,137.4193548,2.683870968,3.809677419,5.009677419,9.929032258,7.687096774,2.896774194,6.819354839,0.683870968,6.509677419,3.270967742,4.896774194,0.238709677,4.335483871,3.322580645,8.038709677,11.23225806,3.2,0.932258065,3.35483871,4.270967742,0.858064516,4.374193548,3.522580645,5.561290323,1.670967742,1.322580645,3.193548387,3.458064516,9.367741935,5.083870968,11.73548387,6.932258065,3.638709677,3.258064516,12.09677419,5.422580645,0.541935484,5.216129032,5.377419355,5.622580645,1.012903226,7.990322581,1.24516129,1.848387097,6.783870968,0.151612903,1.770967742
3/24/2021,5.138709677,10.40967742,5.667741935,4.648387097,2.8,3.748387097,5,7.064516129,0.403225806,138.1387097,2.780645161,4.05483871,5.174193548,9.970967742,7.367741935,2.851612903,6.64516129,0.677419355,6.490322581,2.987096774,5.083870968,0.283870968,4.25483871,3.293548387,8.477419355,11.00967742,3.170967742,0.941935484,3.374193548,4.54516129,0.816129032,4.525806452,3.567741935,5.696774194,1.806451613,1.296774194,3.029032258,3.35483871,9.506451613,4.970967742,11.72258065,7.103225806,3.574193548,3.15483871,11.88064516,5.664516129,0.574193548,5.490322581,5.635483871,5.616129032,1.109677419,7.935483871,1.229032258,1.767741935,6.632258065,0.093548387,1.858064516
3/25/2021,5.1,10.23870968,5.909677419,4.732258065,2.719354839,3.8,5.025806452,7.203225806,0.390322581,138.1129032,2.774193548,3.909677419,5.538709677,10.00967742,7.24516129,2.980645161,6.732258065,0.661290323,6.764516129,3.216129032,5.083870968,0.287096774,4.209677419,3.009677419,8.225806452,11.1516129,3.267741935,0.925806452,3.238709677,4.516129032,0.787096774,4.503225806,3.625806452,5.483870968,1.758064516,1.229032258,3.261290323,3.235483871,9.209677419,5.25483871,11.80322581,7.174193548,3.535483871,3.035483871,11.93225806,5.816129032,0.674193548,5.367741935,5.629032258,5.351612903,1.109677419,7.958064516,1.283870968,1.74516129,6.770967742,0.129032258,1.780645161
3/26/2021,4.874193548,10.32580645,5.551612903,4.812903226,2.84516129,3.84516129,5.080645161,7.367741935,0.403225806,138.716129,2.780645161,3.925806452,5.187096774,9.825806452,7.412903226,2.916129032,6.432258065,0.638709677,6.493548387,3.096774194,5.248387097,0.309677419,4.277419355,3.151612903,8.248387097,11.20322581,3.083870968,0.906451613,3.35483871,4.383870968,0.841935484,4.387096774,3.551612903,5.483870968,1.796774194,1.406451613,2.993548387,3.325806452,9.296774194,5.106451613,11.96774194,7.409677419,3.603225806,3.064516129,11.90967742,5.616129032,0.64516129,5.74516129,5.551612903,5.551612903,1.04516129,7.851612903,1.180645161,1.722580645,7.1,0.132258065,1.935483871
3/27/2021,4.790322581,10.5,5.767741935,4.683870968,2.851612903,3.787096774,5.296774194,7.335483871,0.380645161,137.983871,2.641935484,4.135483871,5.087096774,10.29032258,7.458064516,3.003225806,6.358064516,0.667741935,6.587096774,3.222580645,4.970967742,0.35483871,4.3,3.135483871,8.361290323,11.38064516,3.203225806,0.9,3.6,4.338709677,0.867741935,4.522580645,3.451612903,5.777419355,1.74516129,1.25483871,3.035483871,3.325806452,9.25483871,5.090322581,11.75483871,7.077419355,3.577419355,3.077419355,11.94193548,5.409677419,0.558064516,5.361290323,5.483870968,5.312903226,1.009677419,8.009677419,1.203225806,1.883870968,6.680645161,0.15483871,1.74516129
3/28/2021,4.94516129,10.5516129,5.732258065,4.735483871,2.887096774,3.812903226,5.035483871,7.44516129,0.432258065,136.6645161,3.038709677,3.974193548,5.283870968,10.39677419,7.316129032,2.929032258,6.664516129,0.641935484,6.561290323,3.087096774,4.970967742,0.258064516,4.380645161,3.206451613,8.470967742,10.71935484,3.074193548,0.812903226,3.425806452,4.387096774,0.883870968,4.293548387,3.506451613,5.65483871,1.587096774,1.25483871,3.035483871,3.064516129,9.580645161,4.9,11.6483871,7.019354839,3.590322581,3.051612903,11.91612903,5.606451613,0.512903226,5.522580645,5.858064516,5.329032258,1.14516129,8.164516129,1.1,1.74516129,6.567741935,0.125806452,1.906451613
3/29/2021,5.009677419,10.50645161,5.712903226,4.990322581,2.751612903,3.729032258,5.44516129,7.358064516,0.458064516,135.9354839,2.764516129,3.825806452,5.270967742,9.816129032,7.706451613,2.993548387,6.606451613,0.65483871,6.735483871,3.232258065,4.935483871,0.267741935,4.122580645,3.122580645,8.112903226,11.18709677,3.109677419,0.809677419,3.193548387,4.129032258,0.806451613,4.551612903,3.474193548,5.558064516,1.751612903,1.216129032,3.025806452,3.270967742,9.109677419,5.048387097,11.43548387,7.425806452,3.606451613,2.941935484,11.74193548,5.529032258,0.6,5.280645161,5.348387097,5.432258065,1.009677419,7.777419355,1.24516129,1.729032258,6.796774194,0.15483871,1.787096774
3/30/2021,4.993548387,10.46774194,5.538709677,4.7,2.661290323,3.770967742,5.232258065,7.287096774,0.361290323,135.2322581,2.680645161,3.922580645,5.338709677,10,7.335483871,2.806451613,6.512903226,0.619354839,6.587096774,3.116129032,4.664516129,0.261290323,4.316129032,3.277419355,8.122580645,10.99677419,3.309677419,0.767741935,3.34516129,4.174193548,0.816129032,4.45483871,3.612903226,5.44516129,1.722580645,1.24516129,2.925806452,3.358064516,9.080645161,4.967741935,11.50645161,6.980645161,3.532258065,3.077419355,11.76451613,5.45483871,0.583870968,5.496774194,5.464516129,5.283870968,0.996774194,7.929032258,1.225806452,1.8,6.732258065,0.119354839,1.65483871
3/31/2021,4.622580645,10.16774194,5.85483871,4.790322581,2.619354839,3.741935484,5.151612903,7.116129032,0.380645161,135.3451613,2.480645161,4.038709677,5.190322581,9.967741935,6.919354839,2.903225806,6.722580645,0.696774194,6.232258065,3.116129032,4.990322581,0.232258065,4.290322581,3.093548387,8.067741935,10.79032258,3.122580645,0.877419355,3.370967742,4.196774194,0.8,4.358064516,3.290322581,5.564516129,1.564516129,1.132258065,2.838709677,3.219354839,8.812903226,4.916129032,11.56774194,6.877419355,3.551612903,2.796774194,11.7516129,5.564516129,0.506451613,5.374193548,5.174193548,5.377419355,1.087096774,8.041935484,1.251612903,1.690322581,6.596774194,0.125806452,1.958064516
4/1/2021,4.793548387,9.867741935,5.596774194,4.632258065,2.680645161,3.648387097,5.109677419,7.038709677,0.390322581,132.9129032,2.741935484,3.612903226,5.096774194,9.751612903,7.164516129,2.822580645,6.390322581,0.658064516,6.216129032,3.006451613,4.838709677,0.287096774,4.238709677,3.148387097,8.148387097,10.34193548,3.038709677,0.880645161,3.087096774,4.383870968,0.758064516,4.225806452,3.332258065,5.422580645,1.725806452,1.103225806,2.838709677,3.05483871,9.061290323,4.903225806,11.3483871,7.238709677,3.522580645,2.951612903,11.68709677,5.661290323,0.548387097,5.580645161,5.496774194,5.429032258,1.077419355,7.609677419,1.003225806,1.725806452,6.551612903,0.125806452,1.693548387
4/2/2021,4.903225806,10.30322581,5.390322581,4.55483871,2.548387097,3.687096774,4.970967742,7.116129032,0.409677419,132.2483871,2.761290323,3.638709677,5.070967742,9.732258065,6.9,2.84516129,6.429032258,0.664516129,6.296774194,3.019354839,4.803225806,0.274193548,4.05483871,3.187096774,7.903225806,11.1,3.051612903,0.806451613,3.209677419,4.309677419,0.877419355,4.270967742,3.393548387,5.193548387,1.577419355,1.193548387,2.816129032,3.277419355,8.983870968,4.84516129,10.81290323,6.767741935,3.467741935,2.893548387,11.2516129,5.177419355,0.587096774,5.119354839,5.519354839,5.225806452,1.016129032,7.625806452,1.070967742,1.693548387,6.435483871,0.122580645,1.719354839
4/3/2021,4.809677419,10.02580645,5.612903226,4.680645161,2.506451613,3.816129032,4.919354839,6.990322581,0.377419355,130.1129032,2.512903226,3.732258065,5.209677419,9.580645161,6.887096774,2.709677419,6.093548387,0.74516129,6.196774194,2.867741935,4.680645161,0.251612903,3.983870968,2.970967742,7.496774194,10.70967742,2.983870968,0.74516129,3.029032258,4.287096774,0.761290323,4.167741935,3.338709677,4.970967742,1.625806452,1.138709677,2.964516129,2.896774194,9.038709677,4.735483871,10.88387097,6.719354839,3.4,2.964516129,10.96129032,5.332258065,0.609677419,5.529032258,5.251612903,5.183870968,1.061290323,7.716129032,1.012903226,1.722580645,6.474193548,0.119354839,1.619354839
4/4/2021,4.570967742,9.758064516,5.296774194,4.577419355,2.641935484,3.7,4.577419355,6.748387097,0.35483871,128.4451613,2.577419355,3.509677419,5.041935484,9.229032258,6.951612903,2.961290323,6.316129032,0.593548387,5.922580645,2.932258065,4.522580645,0.235483871,4.04516129,3.04516129,7.983870968,10.66129032,2.835483871,0.851612903,3.170967742,3.977419355,0.758064516,3.970967742,3.229032258,5.370967742,1.635483871,1.148387097,2.787096774,3.103225806,8.767741935,4.603225806,11.1516129,6.683870968,3.532258065,2.774193548,11.41290323,4.964516129,0.609677419,5.15483871,5.187096774,5.106451613,1.087096774,7.425806452,1.093548387,1.803225806,6.374193548,0.1,1.738709677
4/5/2021,4.667741935,9.367741935,5.177419355,4.432258065,2.322580645,3.706451613,4.829032258,6.770967742,0.374193548,125.4451613,2.570967742,3.419354839,4.9,9.187096774,7.003225806,2.783870968,6.064516129,0.65483871,5.629032258,2.822580645,4.632258065,0.270967742,3.838709677,2.906451613,7.577419355,9.935483871,2.719354839,0.774193548,3.274193548,4.070967742,0.8,3.838709677,3.109677419,5.332258065,1.761290323,1.225806452,2.783870968,3.116129032,8.316129032,4.509677419,10.44516129,6.716129032,3.441935484,2.864516129,11.00322581,5.135483871,0.587096774,4.983870968,5.203225806,5.1,0.964516129,7.596774194,1.016129032,1.622580645,6.135483871,0.138709677,1.722580645
4/6/2021,4.422580645,9.309677419,4.916129032,4.419354839,2.487096774,3.658064516,4.729032258,6.493548387,0.335483871,122.7806452,2.5,3.280645161,4.980645161,9.016129032,6.806451613,2.725806452,5.858064516,0.596774194,5.858064516,2.709677419,4.587096774,0.290322581,3.896774194,2.951612903,7.216129032,10.53225806,2.841935484,0.85483871,3.183870968,3.829032258,0.774193548,4.087096774,3.080645161,5.251612903,1.629032258,1.141935484,2.832258065,2.951612903,8.522580645,4.587096774,10.50322581,6.696774194,3.287096774,2.809677419,10.80967742,5.15483871,0.564516129,4.838709677,4.941935484,4.809677419,0.958064516,7.070967742,1.103225806,1.603225806,6.548387097,0.103225806,1.725806452
4/7/2021,4.619354839,9.161290323,5.070967742,4.125806452,2.390322581,3.383870968,4.561290323,6.44516129,0.34516129,120.7709677,2.519354839,3.477419355,4.864516129,9.077419355,6.561290323,2.603225806,5.970967742,0.532258065,5.890322581,2.735483871,4.312903226,0.277419355,3.812903226,3.083870968,7.261290323,9.612903226,2.680645161,0.783870968,3.222580645,3.829032258,0.841935484,3.996774194,3.058064516,5.164516129,1.538709677,1.1,2.906451613,3.058064516,8.2,4.409677419,10.08387097,6.348387097,3.351612903,2.729032258,10.65806452,4.990322581,0.519354839,5.148387097,4.941935484,4.903225806,0.951612903,7.225806452,0.951612903,1.54516129,6.203225806,0.109677419,1.748387097
4/8/2021,4.287096774,9.170967742,4.725806452,4.087096774,2.364516129,3.277419355,4.580645161,6.290322581,0.396774194,118.8064516,2.44516129,3.322580645,4.458064516,8.54516129,6.696774194,2.45483871,5.793548387,0.622580645,5.84516129,2.819354839,4.322580645,0.235483871,3.741935484,2.916129032,7.122580645,10.0483871,2.738709677,0.709677419,3.003225806,3.751612903,0.748387097,3.832258065,3.012903226,4.874193548,1.612903226,1.019354839,2.7,2.896774194,7.670967742,4.309677419,10.01612903,6.4,3.119354839,2.64516129,10.43548387,4.896774194,0.496774194,4.890322581,4.809677419,4.616129032,1.032258065,6.925806452,1.05483871,1.596774194,6.212903226,0.112903226,1.677419355
4/9/2021,4.025806452,8.606451613,4.793548387,4.116129032,2.361290323,3.138709677,4.425806452,6.206451613,0.316129032,117.2741935,2.44516129,3.141935484,4.487096774,8.506451613,6.467741935,2.277419355,5.587096774,0.64516129,5.319354839,2.641935484,4.303225806,0.241935484,3.719354839,2.767741935,6.94516129,9.25483871,2.403225806,0.732258065,3.035483871,3.616129032,0.822580645,3.787096774,3.067741935,4.929032258,1.667741935,1.116129032,2.616129032,2.883870968,7.748387097,4.416129032,9.803225806,6.338709677,3.109677419,2.435483871,9.925806452,4.829032258,0.461290323,4.774193548,4.574193548,4.764516129,0.935483871,6.729032258,0.95483871,1.538709677,6.096774194,0.070967742,1.603225806
4/10/2021,4.070967742,8.451612903,4.787096774,3.838709677,2.280645161,3.148387097,4.383870968,6.016129032,0.35483871,113.1354839,2.203225806,3.012903226,4.335483871,8.216129032,6.341935484,2.374193548,5.274193548,0.551612903,5.190322581,2.622580645,3.983870968,0.280645161,3.35483871,2.95483871,6.55483871,9.319354839,2.474193548,0.683870968,2.867741935,3.396774194,0.712903226,3.790322581,2.838709677,4.729032258,1.480645161,1.090322581,2.461290323,2.541935484,7.722580645,4.312903226,9.693548387,6.070967742,3.022580645,2.461290323,9.75483871,4.719354839,0.525806452,4.616129032,4.587096774,4.522580645,0.961290323,6.858064516,0.912903226,1.541935484,5.858064516,0.106451613,1.409677419
4/11/2021,3.906451613,8.274193548,4.574193548,3.883870968,2.351612903,3.151612903,4.177419355,5.693548387,0.364516129,109.2548387,2.287096774,3.119354839,4.238709677,8.106451613,6.219354839,2.525806452,5.474193548,0.490322581,5.012903226,2.603225806,3.935483871,0.206451613,3.422580645,2.65483871,6.44516129,9.158064516,2.451612903,0.75483871,2.883870968,3.351612903,0.664516129,3.548387097,2.890322581,4.722580645,1.458064516,0.958064516,2.538709677,2.793548387,7.393548387,4.2,9.477419355,5.948387097,2.987096774,2.322580645,9.677419355,4.519354839,0.506451613,4.480645161,4.367741935,4.432258065,0.803225806,6.587096774,0.803225806,1.493548387,5.474193548,0.106451613,1.6
4/12/2021,3.938709677,8.483870968,4.64516129,3.538709677,2.125806452,2.864516129,4.106451613,5.777419355,0.296774194,107.7774194,2.267741935,3.029032258,4.112903226,7.580645161,6.158064516,2.180645161,4.987096774,0.6,5.074193548,2.293548387,3.987096774,0.241935484,3.477419355,2.625806452,6.577419355,8.777419355,2.467741935,0.677419355,2.7,3.380645161,0.603225806,3.667741935,2.806451613,4.448387097,1.390322581,1.006451613,2.558064516,2.506451613,7.074193548,4.174193548,8.906451613,5.841935484,2.919354839,2.474193548,9.658064516,4.551612903,0.467741935,4.612903226,4.235483871,4.367741935,0.893548387,6.377419355,0.922580645,1.458064516,5.564516129,0.083870968,1.619354839
4/13/2021,3.793548387,8.096774194,4.506451613,3.496774194,2.112903226,3.141935484,4.093548387,5.606451613,0.332258065,104.2580645,2.270967742,2.925806452,4.083870968,7.422580645,5.858064516,2.05483871,4.761290323,0.541935484,4.874193548,2.387096774,3.929032258,0.270967742,3.248387097,2.506451613,6.109677419,9.025806452,2.358064516,0.65483871,2.761290323,3.387096774,0.703225806,3.412903226,2.625806452,4.425806452,1.380645161,0.893548387,2.335483871,2.558064516,7.161290323,3.94516129,8.774193548,5.432258065,2.670967742,2.183870968,9.109677419,4.403225806,0.493548387,4.219354839,4.251612903,4.080645161,0.84516129,6.106451613,0.864516129,1.325806452,5.619354839,0.106451613,1.506451613
4/14/2021,3.619354839,7.783870968,4.203225806,3.548387097,1.958064516,2.690322581,3.764516129,5.203225806,0.290322581,100.9258065,2.019354839,2.867741935,3.819354839,7.34516129,5.677419355,2.109677419,4.903225806,0.512903226,4.632258065,2.35483871,3.783870968,0.209677419,3.035483871,2.541935484,6.048387097,8.251612903,2.25483871,0.648387097,2.625806452,3.135483871,0.651612903,3.24516129,2.741935484,4.335483871,1.348387097,0.919354839,2.296774194,2.487096774,6.906451613,3.9,8.609677419,5.509677419,2.674193548,2.093548387,8.693548387,3.948387097,0.380645161,3.990322581,4.016129032,3.867741935,0.770967742,5.935483871,0.893548387,1.506451613,5.296774194,0.1,1.590322581
